split,image_path,annotation_path,image_filename,sequence_folder,image_id,has_vehicle,has_visible_vehicle,has_hidden_vehicle,num_vehicles,num_visible_vehicles,num_hidden_vehicles,num_direct_lights,num_reflections,num_oncoming_reflections,num_rear_reflections,has_oncoming_reflection,has_reflection_only_signal,vehicle_positions,direct_light_positions,reflection_positions,reflection_only_instances,reflection_density,label_reflection_only
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000215.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000215.json,000215.png,S00000,215,1,1,0,1,1,0,2,4,4,0,1,0,"[[595, 555]]","[[582, 543], [606, 543]]","[[582, 557], [606, 558], [426, 556], [721, 548]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000217.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000217.json,000217.png,S00000,217,1,1,0,1,1,0,2,4,4,0,1,0,"[[591, 553]]","[[581, 541], [604, 542]]","[[580, 556], [604, 556], [422, 551], [722, 546]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000219.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000219.json,000219.png,S00000,219,1,1,0,1,1,0,2,4,4,0,1,0,"[[591, 552]]","[[579, 540], [603, 540]]","[[578, 556], [602, 556], [420, 552], [722, 545]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000221.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000221.json,000221.png,S00000,221,1,1,0,1,1,0,2,4,4,0,1,0,"[[588, 552]]","[[576, 540], [600, 540]]","[[575, 557], [600, 556], [411, 553], [722, 545]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000223.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000223.json,000223.png,S00000,223,1,1,0,1,1,0,2,4,4,0,1,0,"[[586, 554]]","[[574, 541], [599, 542]]","[[573, 560], [599, 559], [407, 551], [720, 549]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000225.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000225.json,000225.png,S00000,225,1,1,0,1,1,0,2,4,4,0,1,0,"[[583, 556]]","[[571, 542], [597, 543]]","[[571, 560], [597, 559], [400, 554], [724, 548]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000227.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000227.json,000227.png,S00000,227,1,1,0,1,1,0,2,4,4,0,1,0,"[[582, 558]]","[[569, 543], [596, 545]]","[[569, 563], [596, 563], [393, 553], [727, 551]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000229.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000229.json,000229.png,S00000,229,1,1,0,1,1,0,2,4,4,0,1,0,"[[580, 559]]","[[567, 545], [594, 546]]","[[566, 566], [593, 566], [393, 559], [728, 554]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000231.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000231.json,000231.png,S00000,231,1,1,0,1,1,0,2,4,4,0,1,0,"[[577, 562]]","[[564, 548], [592, 548]]","[[564, 568], [591, 567], [390, 560], [725, 555]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000233.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000233.json,000233.png,S00000,233,1,1,0,1,1,0,2,4,4,0,1,0,"[[576, 563]]","[[562, 548], [589, 548]]","[[561, 569], [590, 569], [388, 568], [728, 556]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000235.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000235.json,000235.png,S00000,235,1,1,0,1,1,0,2,4,4,0,1,0,"[[574, 565]]","[[559, 548], [588, 550]]","[[559, 570], [588, 570], [377, 569], [731, 559]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000237.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000237.json,000237.png,S00000,237,1,1,0,1,1,0,2,4,4,0,1,0,"[[570, 567]]","[[556, 550], [586, 551]]","[[556, 572], [585, 572], [371, 573], [732, 561]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000239.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000239.json,000239.png,S00000,239,1,1,0,1,1,0,2,4,4,0,1,0,"[[567, 569]]","[[553, 552], [583, 552]]","[[553, 574], [583, 574], [366, 571], [734, 564]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000241.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000241.json,000241.png,S00000,241,1,1,0,1,1,0,2,4,4,0,1,0,"[[564, 570]]","[[550, 552], [580, 552]]","[[550, 575], [581, 575], [358, 568], [738, 565]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000243.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000243.json,000243.png,S00000,243,1,1,0,1,1,0,2,4,4,0,1,0,"[[561, 571]]","[[546, 552], [578, 552]]","[[547, 576], [578, 576], [349, 572], [743, 567]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000245.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000245.json,000245.png,S00000,245,1,1,0,1,1,0,2,4,4,0,1,0,"[[558, 571]]","[[543, 551], [576, 552]]","[[543, 577], [576, 576], [341, 572], [748, 568]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000247.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000247.json,000247.png,S00000,247,1,1,0,1,1,0,2,4,4,0,1,0,"[[556, 571]]","[[539, 551], [574, 551]]","[[540, 579], [574, 578], [333, 578], [752, 571]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000249.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000249.json,000249.png,S00000,249,1,1,0,1,1,0,2,4,4,0,1,0,"[[552, 570]]","[[535, 550], [570, 550]]","[[536, 579], [570, 577], [328, 574], [759, 571]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000251.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000251.json,000251.png,S00000,251,1,1,0,1,1,0,2,4,4,0,1,0,"[[549, 571]]","[[532, 550], [567, 550]]","[[532, 580], [567, 577], [317, 575], [763, 573]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000253.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000253.json,000253.png,S00000,253,1,1,0,1,1,0,2,4,4,0,1,0,"[[546, 570]]","[[528, 549], [565, 550]]","[[528, 580], [565, 578], [308, 574], [768, 575]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000255.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000255.json,000255.png,S00000,255,1,1,0,1,1,0,2,4,4,0,1,0,"[[543, 573]]","[[524, 550], [562, 550]]","[[524, 583], [562, 581], [301, 573], [773, 574]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000257.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000257.json,000257.png,S00000,257,1,1,0,1,1,0,2,4,4,0,1,0,"[[539, 574]]","[[519, 551], [558, 551]]","[[519, 588], [558, 583], [293, 577], [781, 577]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000259.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000259.json,000259.png,S00000,259,1,1,0,1,1,0,2,4,4,0,1,0,"[[534, 577]]","[[515, 552], [555, 553]]","[[515, 591], [555, 586], [283, 583], [789, 582]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000261.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000261.json,000261.png,S00000,261,1,1,0,1,1,0,2,4,4,0,1,0,"[[531, 579]]","[[510, 554], [551, 554]]","[[510, 593], [552, 589], [272, 585], [800, 586]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000263.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000263.json,000263.png,S00000,263,1,1,0,1,1,0,2,4,4,0,1,0,"[[525, 580]]","[[505, 555], [548, 556]]","[[505, 595], [548, 593], [262, 589], [807, 589]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000265.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000265.json,000265.png,S00000,265,1,1,0,1,1,0,2,4,4,0,1,0,"[[522, 585]]","[[501, 557], [544, 557]]","[[500, 601], [545, 596], [255, 590], [820, 594]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000267.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000267.json,000267.png,S00000,267,1,1,0,1,1,0,2,4,4,0,1,0,"[[516, 586]]","[[495, 558], [541, 557]]","[[495, 603], [541, 598], [239, 598], [860, 611]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000269.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000269.json,000269.png,S00000,269,1,1,0,1,1,0,2,4,4,0,1,0,"[[511, 588]]","[[488, 558], [537, 558]]","[[489, 607], [536, 602], [228, 596], [876, 615]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000271.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000271.json,000271.png,S00000,271,1,1,0,1,1,0,2,4,4,0,1,0,"[[506, 591]]","[[482, 559], [532, 559]]","[[482, 610], [532, 605], [215, 605], [906, 625]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000273.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000273.json,000273.png,S00000,273,1,1,0,1,1,0,2,4,4,0,1,0,"[[500, 594]]","[[475, 559], [527, 559]]","[[475, 614], [527, 611], [196, 603], [922, 632]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000275.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000275.json,000275.png,S00000,275,1,1,0,1,1,0,2,4,4,0,1,0,"[[493, 594]]","[[467, 561], [521, 560]]","[[468, 618], [522, 615], [168, 608], [924, 634]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000277.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000277.json,000277.png,S00000,277,1,1,0,1,1,0,2,4,4,0,1,0,"[[484, 598]]","[[458, 562], [515, 563]]","[[457, 623], [516, 619], [148, 613], [940, 643]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000279.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000279.json,000279.png,S00000,279,1,1,0,1,1,0,2,4,4,0,1,0,"[[476, 601]]","[[447, 564], [508, 564]]","[[448, 634], [508, 630], [122, 614], [959, 649]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000281.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000281.json,000281.png,S00000,281,1,1,0,1,1,0,2,4,4,0,1,0,"[[467, 605]]","[[437, 566], [500, 566]]","[[437, 636], [500, 641], [174, 618], [965, 654]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000283.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000283.json,000283.png,S00000,283,1,1,0,1,1,0,2,4,4,0,1,0,"[[457, 608]]","[[424, 567], [491, 568]]","[[425, 644], [492, 648], [174, 622], [964, 655]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000285.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000285.json,000285.png,S00000,285,1,1,0,1,1,0,2,4,4,0,1,0,"[[443, 613]]","[[411, 570], [481, 569]]","[[411, 652], [483, 655], [154, 622], [967, 659]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000287.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000287.json,000287.png,S00000,287,1,1,0,1,1,0,2,4,4,0,1,0,"[[431, 620]]","[[396, 572], [472, 573]]","[[396, 673], [473, 670], [133, 630], [1013, 672]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000289.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000289.json,000289.png,S00000,289,1,1,0,1,1,0,2,4,4,0,1,0,"[[421, 627]]","[[379, 576], [459, 576]]","[[380, 685], [463, 682], [106, 632], [1044, 689]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000291.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000291.json,000291.png,S00000,291,1,1,0,1,1,0,2,4,4,0,1,0,"[[399, 634]]","[[361, 581], [447, 580]]","[[363, 695], [449, 695], [77, 644], [1100, 711]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000293.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000293.json,000293.png,S00000,293,1,1,0,1,1,0,2,4,4,0,1,0,"[[386, 644]]","[[340, 586], [432, 585]]","[[339, 718], [434, 714], [51, 648], [1130, 727]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000295.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000295.json,000295.png,S00000,295,1,1,0,1,1,0,2,4,4,0,1,0,"[[360, 656]]","[[315, 591], [415, 592]]","[[315, 747], [417, 730], [27, 655], [1181, 749]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000297.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000297.json,000297.png,S00000,297,1,1,0,1,1,0,2,4,4,0,1,0,"[[331, 667]]","[[286, 598], [393, 597]]","[[288, 771], [394, 781], [8, 665], [1221, 765]]",0,4.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000299.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000299.json,000299.png,S00000,299,1,1,0,1,1,0,2,3,3,0,1,0,"[[303, 673]]","[[250, 606], [368, 606]]","[[250, 774], [373, 786], [1233, 770]]",0,3.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000301.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000301.json,000301.png,S00000,301,1,1,0,1,1,0,2,3,3,0,1,0,"[[262, 693]]","[[207, 611], [337, 614]]","[[206, 819], [338, 833], [1254, 775]]",0,3.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000303.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000303.json,000303.png,S00000,303,1,1,0,1,1,0,2,2,2,0,1,0,"[[209, 708]]","[[152, 622], [299, 624]]","[[156, 840], [298, 846]]",0,2.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000305.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000305.json,000305.png,S00000,305,1,1,0,1,1,0,2,2,2,0,1,0,"[[152, 734]]","[[83, 636], [250, 637]]","[[92, 885], [252, 877]]",0,2.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000307.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000307.json,000307.png,S00000,307,1,1,0,1,1,0,2,2,2,0,1,0,"[[61, 778]]","[[3, 654], [178, 658]]","[[14, 892], [180, 897]]",0,2.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000309.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000309.json,000309.png,S00000,309,1,1,0,1,1,0,1,1,1,0,1,0,"[[5, 799]]","[[88, 688]]","[[103, 939]]",0,1.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00001\000449.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000449.json,000449.png,S00001,449,1,1,0,1,1,0,1,1,1,0,1,0,"[[933, 541]]","[[928, 537]]","[[902, 543]]",0,1.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00001\000451.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000451.json,000451.png,S00001,451,1,1,0,1,1,0,1,1,1,0,1,0,"[[929, 541]]","[[924, 537]]","[[899, 542]]",0,1.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00001\000453.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000453.json,000453.png,S00001,453,1,1,0,1,1,0,1,1,1,0,1,0,"[[925, 540]]","[[920, 536]]","[[894, 541]]",0,1.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00001\000455.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000455.json,000455.png,S00001,455,1,1,0,1,1,0,1,1,1,0,1,0,"[[921, 540]]","[[917, 536]]","[[892, 541]]",0,1.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00001\000457.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000457.json,000457.png,S00001,457,1,1,0,1,1,0,2,1,1,0,1,0,"[[917, 540]]","[[913, 536], [922, 536]]","[[887, 542]]",0,1.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00001\000459.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000459.json,000459.png,S00001,459,1,1,0,1,1,0,2,1,1,0,1,0,"[[914, 540]]","[[909, 536], [918, 536]]","[[883, 540]]",0,1.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00001\000461.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000461.json,000461.png,S00001,461,1,1,0,1,1,0,2,1,1,0,1,0,"[[910, 539]]","[[905, 535], [914, 535]]","[[879, 540]]",0,1.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00001\000463.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000463.json,000463.png,S00001,463,1,1,0,1,1,0,2,1,1,0,1,0,"[[906, 540]]","[[902, 535], [911, 535]]","[[876, 540]]",0,1.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00001\000465.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000465.json,000465.png,S00001,465,1,1,0,1,1,0,2,1,1,0,1,0,"[[903, 540]]","[[897, 534], [907, 534]]","[[873, 539]]",0,1.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00001\000467.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000467.json,000467.png,S00001,467,1,1,0,1,1,0,2,1,1,0,1,0,"[[899, 539]]","[[894, 533], [904, 533]]","[[870, 538]]",0,1.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00001\000469.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000469.json,000469.png,S00001,469,1,1,0,1,1,0,2,1,1,0,1,0,"[[895, 538]]","[[890, 533], [900, 533]]","[[866, 538]]",0,1.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00001\000471.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000471.json,000471.png,S00001,471,1,1,0,1,1,0,2,3,3,0,1,0,"[[892, 537]]","[[887, 532], [897, 532]]","[[887, 540], [896, 540], [863, 537]]",0,3.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00001\000473.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000473.json,000473.png,S00001,473,1,1,0,1,1,0,2,3,3,0,1,0,"[[889, 536]]","[[884, 531], [894, 532]]","[[884, 540], [893, 540], [860, 538]]",0,3.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00001\000475.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000475.json,000475.png,S00001,475,1,1,0,1,1,0,2,3,3,0,1,0,"[[886, 535]]","[[881, 530], [891, 531]]","[[881, 540], [890, 540], [857, 537]]",0,3.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00001\000477.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000477.json,000477.png,S00001,477,1,1,0,1,1,0,2,3,3,0,1,0,"[[883, 535]]","[[878, 530], [888, 530]]","[[878, 540], [888, 540], [853, 536]]",0,3.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00001\000479.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000479.json,000479.png,S00001,479,1,1,0,1,1,0,2,3,3,0,1,0,"[[881, 534]]","[[876, 529], [886, 529]]","[[875, 539], [885, 539], [851, 535]]",0,3.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00001\000481.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000481.json,000481.png,S00001,481,1,1,0,1,1,0,2,3,3,0,1,0,"[[878, 533]]","[[873, 527], [883, 527]]","[[873, 537], [883, 537], [846, 534]]",0,3.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00001\000483.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000483.json,000483.png,S00001,483,1,1,0,1,1,0,2,3,3,0,1,0,"[[875, 531]]","[[870, 526], [880, 526]]","[[869, 536], [879, 536], [843, 533]]",0,3.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00001\000485.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000485.json,000485.png,S00001,485,1,1,0,1,1,0,2,3,3,0,1,0,"[[871, 530]]","[[866, 525], [876, 525]]","[[865, 535], [876, 535], [841, 531]]",0,3.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00001\000487.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000487.json,000487.png,S00001,487,1,1,0,1,1,0,2,3,3,0,1,0,"[[867, 530]]","[[862, 524], [872, 524]]","[[861, 535], [872, 535], [837, 531]]",0,3.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00001\000489.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000489.json,000489.png,S00001,489,1,1,0,1,1,0,2,3,3,0,1,0,"[[863, 529]]","[[858, 524], [868, 524]]","[[857, 535], [868, 534], [835, 530]]",0,3.0,0
train,D:\Judy Uni\archive\PVDN\night\train\images\S00001\000491.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000491.json,000491.png,S00001,491,1,1,0,1,1,0,2,3,3,0,1,0,"[[858, 528]]","[[853, 523], [863, 523]]","[[852, 535], [863, 534], [827, 532]]",0,3.0,0
